HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.index,Input.text,Input.Annotation,Answer.sentiment.label,Approve,Reject,annotation=gold_HITS_annotation,ACCURACY
3TZ0XG8CBU84O564FOVIHKPU0JV897,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:09 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:09 PDT 2019,,,338JKRMM27NE9JEW008PECPTGWFAHB,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:04:30 PDT 2019,Fri Apr 12 17:05:34 PDT 2019,Mon Apr 15 17:05:34 PDT 2019,,,,64,100% (124/124),100% (124/124),100% (124/124),1.12E+18,316,@PaulRya69766372 @officialjenncam @Anthony_Mundine HPV is a new vaccine.,,Pro-vaccine,,,,
3QE4DGPGBRZIKE6AHRBFSPVC2AUG4Z,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:16 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:16 PDT 2019,,,3K9FOBBF2I7NFYRB0PSSSA20WKNNLF,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:18:01 PDT 2019,Fri Apr 12 17:18:05 PDT 2019,Mon Apr 15 17:18:05 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,100,"RT @ViraBurnayeva: ""Water that contains more than 0.2 mg (200 mcg) #Aluminum per LITER should not be used for drinking or to prepare infant…",,Neither,,,,
3I6NF2WGIGK0GXAAVWUPXH1Q26PG54,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:17 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:17 PDT 2019,,,3FIUS151DWQ1JEWO2UIHPYOVZRFGGU,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:21:07 PDT 2019,Fri Apr 12 17:21:11 PDT 2019,Mon Apr 15 17:21:11 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,181,@TebowCouch https://t.co/h1ttLRIen1,,Neither,,,,
3TRB893CSJYF31OTJP9MV1FMTCKG7J,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:26 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:26 PDT 2019,,,379J5II41P4JLSEY7QP92N8RISMLEO,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:14:19 PDT 2019,Fri Apr 12 17:14:25 PDT 2019,Mon Apr 15 17:14:25 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,439,Minnesota Establishes Autism Council - The Vaccine Reaction https://t.co/uCH75NSOR7,,Anti-vaccine,,,,
3XU80RHWHZ428YDQMQ9EJ0Y9C5L440,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:38 PDT 2019,,,3DHE4R9OCXZB4KOH3FXSNUUUP8AG2B,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:05:58 PDT 2019,Fri Apr 12 17:06:05 PDT 2019,Mon Apr 15 17:06:05 PDT 2019,,,,7,100% (124/124),100% (124/124),100% (124/124),1.12E+18,586,Minnesota Establishes Autism Council - The Vaccine Reaction https://t.co/uCH75NSOR7,anti-vaccine,Anti-vaccine,,,TRUE,
3THR0FZ95PH2AZUTB2N4JF6PFIGLOK,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:10:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:10:38 PDT 2019,,,3QRYMNZ7FZ5BYBZG9YUJE1CHQX9NTI,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:30 PDT 2019,Fri Apr 12 17:24:35 PDT 2019,Mon Apr 15 17:24:35 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,219,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",,Neither,,,,
3W0XM68YZPJ6U15AK0DSSJG2X71K1T,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:10:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:10:38 PDT 2019,,,3K5TEWLKGWZYX2SEHDH6AB4L1JVIVD,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:10 PDT 2019,Fri Apr 12 17:26:18 PDT 2019,Mon Apr 15 17:26:18 PDT 2019,,,,8,100% (124/124),100% (124/124),100% (124/124),1.12E+18,117,"Only 2.6% of Oregon students are completely unvax  We exceed herd immunity level for each vaccine  Already have a process in place that requires unvax kids stay home in the event of an outbreak  We don't require teachers, staff, or volunteers be vaxxed  No on #hb3063 #orpol https://t.co/QPE9La8WNm",,Neither,,,,
32K26U12DNCE27FYZXBUVUSS22BDVY,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:48 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:48 PDT 2019,,,3WQQ9FUS6BIQZIIV3AEFWAG0VVAB8S,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:23:15 PDT 2019,Fri Apr 12 17:23:24 PDT 2019,Mon Apr 15 17:23:24 PDT 2019,,,,9,100% (124/124),100% (124/124),100% (124/124),1.12E+18,337,Happy #NationalPetDay Today we spotlight 2015 Inductee Dr. Janet Yamamoto who has helped save many cats with her feline immunodeficiency virus vaccine. Be sure to celebrate today by getting cozy with your favorite fur babies! https://t.co/4XgShiG354,,Pro-vaccine,,,,
3E9VAUV7BW2X8U7RKY7CCSOGZGGAY2,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:50 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:50 PDT 2019,,,3KYQYYSHYWVMZ73VONUHOMU0DLQDO4,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:19:37 PDT 2019,Fri Apr 12 17:19:43 PDT 2019,Mon Apr 15 17:19:43 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,246,@doctorsensation a social scientist researching vaccine safety. just what the world needed.,,Anti-vaccine,,,,
341YLJU21INMDRXI31SUKMBUX9QI2X,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:00:51 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:00:51 PDT 2019,,,3QL2OFSM976UCUX5NCZTPRCD2B9NCZ,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:12:31 PDT 2019,Fri Apr 12 17:12:44 PDT 2019,Mon Apr 15 17:12:44 PDT 2019,,,,13,100% (124/124),100% (124/124),100% (124/124),1.12E+18,287,@AquaVelvaBoy @tammyhealy21 @kidoctr @ChrisJohnsonMD @HenningTveit @WendyOrent @doctorsensation Risks are low? Then why has there been $4+ billion paid in vaccine injury compensation with only about 1% of the cases being reported? So who's really being dishonest here?,,Anti-vaccine,,,,
3ZUE82NE0APDPFXHIAVARGB53HQ8FZ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:03 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:03 PDT 2019,,,3G5W44VEU866L0S7SL3WNQGO68WGKX,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:25:21 PDT 2019,Fri Apr 12 17:25:25 PDT 2019,Mon Apr 15 17:25:25 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,425,RT @Sonny5ideUp: Winner receives the vaccine https://t.co/8D1Ew04pVW,,Neither,,,,
3BKZLF990ZNPVAE89U4Y2S3L3Y2QYP,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:10:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:10:38 PDT 2019,,,3WMOAN2SRCLQB335ETUYFJ02NIPNVY,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:47 PDT 2019,Fri Apr 12 17:27:51 PDT 2019,Mon Apr 15 17:27:51 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,462,@ceclindgren @WHO https://t.co/3Z2EJ7cdEm,,Neither,,,,
3KI0JD2ZU16D68ZN7C00JA2XZYH677,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:03 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:03 PDT 2019,,,3IKZ72A5B541F6HFEEPUXXXGZO1NFA,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:13:29 PDT 2019,Fri Apr 12 17:13:34 PDT 2019,Mon Apr 15 17:13:34 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,601,RT @REGRET_ie: Getting the HPV vaccine ruined my life.. https://t.co/TZETBzJ8jC,anti-vaccine,Anti-vaccine,,,TRUE,
3X52SWXE0XTHC49PPBLFXQTOOB1WCR,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:10:44 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:10:44 PDT 2019,,,3P4MQ7TPPY091GG26MYPNC6131VBBR,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:25:37 PDT 2019,Fri Apr 12 17:25:43 PDT 2019,Mon Apr 15 17:25:43 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,208,RT @Jimcorrsays: Did you know that since 1986 Vaccine Manufacturers cannot be sued because the amount of lawsuits against them at the time…,,Anti-vaccine,,,,
3M47JKRKCXPH6M46HHS6XAYSAIN68U,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:30 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:30 PDT 2019,,,32M8BPYGAUAFF52JSIIKAA1BE47GIM,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:35 PDT 2019,Fri Apr 12 17:24:40 PDT 2019,Mon Apr 15 17:24:40 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,546,"RT @evo_kositz: Hi. Vaccinate your children. Measles infections wipe out your immunological memory, making it so much easier to get sick wi…",pro-vaccine,Pro-vaccine,,,TRUE,
3IHWR4LC7D1XZ6Z7JI1VUDOXJ9II80,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:45 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:45 PDT 2019,,,3OSWBBLG1FL9TGHNPEHD7ZLTPPVDX9,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:11 PDT 2019,Fri Apr 12 17:24:15 PDT 2019,Mon Apr 15 17:24:15 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,382,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",,Pro-vaccine,,,,
38EHZ67RIMGYO4VGNVBBEJCCO1FGMU,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:54 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:54 PDT 2019,,,3JJVG1YBECL7C0ZT5C7CKQ69T59B5Q,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:20:07 PDT 2019,Fri Apr 12 17:20:31 PDT 2019,Mon Apr 15 17:20:31 PDT 2019,,,,24,100% (124/124),100% (124/124),100% (124/124),1.12E+18,384,@theebeaute I DNT KNW ABOUT NOW BUT I GOT EVERY VACCINE U CAN NAME LITERALLT WHEN I WAS KID FOR EVERYTHING SOME U SHOULD AND SOME U SHOULDN’T,,Neither,,,,
3M7OI89LVYCJIPUJYT8BZWUB0986C0,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:01:52 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:01:52 PDT 2019,,,3JPSL1DZ5TN6JF073Y32JWMP28ONAX,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:11:45 PDT 2019,Fri Apr 12 17:11:56 PDT 2019,Mon Apr 15 17:11:56 PDT 2019,,,,11,100% (124/124),100% (124/124),100% (124/124),1.12E+18,488,"RT @MichaelM_ACT: @Anthony_Mundine But that's not all you're saying. You literally said ""Don’t vaccine your kids period"".  No Facebook vide…",,Neither,,,,
3BS6ERDL93VTNH0XYP3MJ2CTL9K6D0,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:07 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:07 PDT 2019,,,3S96KQ6I9NS2CZ83K4GGIW0NCT7DTQ,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:32 PDT 2019,Fri Apr 12 17:22:40 PDT 2019,Mon Apr 15 17:22:40 PDT 2019,,,,8,100% (124/124),100% (124/124),100% (124/124),1.12E+18,314,"RT @ViraBurnayeva: Dr. Rachael L Ross, pediatrician, MD, PhD: ""I apologize from the bottom of my heart to any children &amp; parents that I hav…",,Neither,,,,
3N7PQ0KLI5DZI4RFBIG8IHIUBUJE3V,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:07 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:07 PDT 2019,,,33F859I5671JSTJO6E8L9N9ZYE0BH7,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:39 PDT 2019,Fri Apr 12 17:27:47 PDT 2019,Mon Apr 15 17:27:47 PDT 2019,,,,8,100% (124/124),100% (124/124),100% (124/124),1.12E+18,24,"Read below to know about the woman this mural is made after!  The first international nurse, a free smallpox vaccine, a travel of 3 years trough the Atlantic and 22 kids involved ;) https://t.co/hunWwx7hWh",,Pro-vaccine,,,,
3W0KKJIARRXO51PVJLM77T3ABD7K8D,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:11:08 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:11:08 PDT 2019,,,3EF8EXOTT2JE61WMSHIHFOC5PUDJ11,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:29:18 PDT 2019,Fri Apr 12 17:29:35 PDT 2019,Mon Apr 15 17:29:35 PDT 2019,,,,17,100% (124/124),100% (124/124),100% (124/124),1.12E+18,333,@MichelleRempel Using it to relate to vaccines didn’t happen until the ‘50’s when polio vaccine was made Artificial immunity is not the same.,,Pro-vaccine,,,,
3NZ1E5QA6ZP4PG2ZFA2BW6ATMTXB5I,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:24 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:24 PDT 2019,,,3FQ5JJ512MCCVS9TFPGRDAPL7KINKC,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:17:09 PDT 2019,Fri Apr 12 17:17:14 PDT 2019,Mon Apr 15 17:17:14 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,46,"RT @business: Bill De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak htt…",,Pro-vaccine,,,,
3IKDQS3DQEOZB9PK0UH0WZKG903IC6,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:27 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:27 PDT 2019,,,32XVDSJFP0LBWUK3EIVN0ZERLUMM2P,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:28:40 PDT 2019,Fri Apr 12 17:28:44 PDT 2019,Mon Apr 15 17:28:44 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,445,@PositiveInCLE https://t.co/3Z2EJ7cdEm,,Neither,,,,
3FHTJGYT8NO497STFB33VN67T6QGPQ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:26 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:26 PDT 2019,,,3YMU66OBIOWFJARZM00ZAY0WERSGHT,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:21:56 PDT 2019,Fri Apr 12 17:22:02 PDT 2019,Mon Apr 15 17:22:02 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,96,We live in a world in which reading out loud the vaccine insert makes you a conspiracy theorist.  @MichelleRempel #InformedConsent https://t.co/5i4WuYzNU8,,Pro-vaccine,,,,
3IYI9285WSOV6K9QIC2080ZGMFSJCJ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:38 PDT 2019,,,3RRCEFRB7N0PGHVTR7O2FY0VT9EB4L,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:19:26 PDT 2019,Fri Apr 12 17:19:31 PDT 2019,Mon Apr 15 17:19:31 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,327,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,Pro-vaccine,,,,
3P6ENY9P79KQSH00MMV17QHWMS8HIE,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:45 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:45 PDT 2019,,,3H8DHMCCWAZ39GIGQV2OH5DRTGGDKK,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:17:54 PDT 2019,Fri Apr 12 17:18:00 PDT 2019,Mon Apr 15 17:18:00 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,12,Are you following a #Vaccine schedule? Here's what makes it so important and how to create one. #VaccineLaw https://t.co/RWX8Tq2CL4 https://t.co/wcuPNp4AI4,,Pro-vaccine,,,,
3YKP7CX6G23JCKGI33H8UQOPDZSB7X,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:02:58 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:02:58 PDT 2019,,,3WT783CTPC5SBL88KMUKYWCJLMVBCY,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:46 PDT 2019,Fri Apr 12 17:26:50 PDT 2019,Mon Apr 15 17:26:50 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,309,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,,Neither,,,,
3BCRDCM0ODI11N67Q6P9NF7J5IH6KD,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:03 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:03 PDT 2019,,,31LVTDXBL8Y8UWJ3TW991U7AXHCLR1,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:20:37 PDT 2019,Fri Apr 12 17:20:46 PDT 2019,Mon Apr 15 17:20:46 PDT 2019,,,,9,100% (124/124),100% (124/124),100% (124/124),1.12E+18,311,"""Rutgers University and BioViva USA, Inc. join forces to create a vaccine against aging""  American Association for the Advancement of Sciences AAAS press release via https://t.co/ryRyTPcdX6  #disruptaging #genetherapy #genomiccounseling",,Pro-vaccine,,,,
3MDWE879UHQNQ34BI0FS8MFV8PGB99,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:12 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:12 PDT 2019,,,3NKQQ8O39ZTHCCNSK96QNSMPV7EDUH,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:57 PDT 2019,Fri Apr 12 17:23:03 PDT 2019,Mon Apr 15 17:23:03 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,454,RT @susan_welch7: HPV vaccine lawyer Mark Sadaka meets with 11 Japanese Attorneys https://t.co/qN8D2YEDqE,,Neither,,,,
