HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.index,Input.text,Input.Annotation,Answer.sentiment.label,Approve,Reject,annotation=gold_HITS_annotation,ACCURACY
3AXFSPQOYQM29WT09ES1G6KJJSKJFU,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:54 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:54 PDT 2019,,,3U4J9857OFZMZ4DCT5M9IAK5KB4B75,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:23 PDT 2019,Fri Apr 12 17:22:32 PDT 2019,Mon Apr 15 17:22:32 PDT 2019,,,,9,100% (124/124),100% (124/124),100% (124/124),1.12E+18,472,"@ShimonRol פרעג דיין דאקטער וויפיל ער האט געלערנט וועגן וואקסינען אין די פופצן יאר. איך האב געפרעגט מיין דאקטער ער האט מיר געענטפערט בערך בזה""ל: ""We study the disease and as far as vaccine saftey is concerned we need to trust the CDC"". סא קום מיר נישט מיט די ""פופצן יאר שטודירט"" בולשיט.",,Neither,,,,
3TKSOBLOHL46EWJ8GKTOZSALWPJBBJ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:17 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:17 PDT 2019,,,36WLNQG780Y78JSMGD0FOKCM6Y8BER,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:04 PDT 2019,Fri Apr 12 17:27:09 PDT 2019,Mon Apr 15 17:27:09 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,514,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine,Pro-vaccine,,,TRUE,
32W3UF2EZO9532Q5F5FW2YAX4I2C4L,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:17 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:17 PDT 2019,,,3BEFOD78W7HLZ8ZQIWEBTEBP58IM4L,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:30:00 PDT 2019,Fri Apr 12 17:30:05 PDT 2019,Mon Apr 15 17:30:05 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,542,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",neither,Neither,,,TRUE,
3LN3BXKGC0JUTGPURXHYNHE3M3TGWL,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:30 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:30 PDT 2019,,,3XC1O3LBOTALABWVXLE4198SL29LTE,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:07 PDT 2019,Fri Apr 12 17:22:23 PDT 2019,Mon Apr 15 17:22:23 PDT 2019,,,,16,100% (124/124),100% (124/124),100% (124/124),1.12E+18,149,RT @dpmlawfirm: Vaccine Hysteria reigns https://t.co/8nW94pQbzI,,Anti-vaccine,,,,
3TKXBROM5TYMJNVQAMYMJ3XBZKCIJK,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:31 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:31 PDT 2019,,,3GLB5JMZFYJY7UMX04H9JDLYMZZDGH,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:15:38 PDT 2019,Fri Apr 12 17:15:45 PDT 2019,Mon Apr 15 17:15:45 PDT 2019,,,,7,100% (124/124),100% (124/124),100% (124/124),1.12E+18,184,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,Pro-vaccine,,,,
36MUZ9VAE6QX0WTC47MKVQ46278EDT,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:33 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:33 PDT 2019,,,3ATPCQ38J9Y0VE4LA0CD0CKW6SSAYA,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:13:39 PDT 2019,Fri Apr 12 17:13:45 PDT 2019,Mon Apr 15 17:13:45 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,593,"Mom Catches CBS Using Image of Her Vaccine-Injured Child, Falsely Claiming Measles Caused It https://t.co/PaHc1e52Hk",anti-vaccine,Anti-vaccine,,,TRUE,
3R4QIDVOJP02S27C02X418MR2J9EEM,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:45 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:45 PDT 2019,,,3AMW0RGHOEQD6J69SHLZ9RBK1UONPD,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:40 PDT 2019,Fri Apr 12 17:22:57 PDT 2019,Mon Apr 15 17:22:57 PDT 2019,,,,17,100% (124/124),100% (124/124),100% (124/124),1.12E+18,109,"@MikeStobbe Measles outbreak does not call for violation of Constitution. 0 people have died since Sept 2018 outbreak, the vaccine injures, listen 10 seconds to Dr. Offit instructing drs to mislead the press https://t.co/6lwFE4uiwq",,Anti-vaccine,,,,
39AYGO6AFF829TRANJHPF7ONZDM6NI,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:38 PDT 2019,,,351SEKWQS15YZ4IJB7F4WI5VILBDMP,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:18:20 PDT 2019,Fri Apr 12 17:18:25 PDT 2019,Mon Apr 15 17:18:25 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,531,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine,Pro-vaccine,,,TRUE,
31N9JPQXIP6I6IBRJ28TCYDD8R2HNU,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:24 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:24 PDT 2019,,,3Y5140Z9DY4LSIVIV1874JF3FVUIPS,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:21:39 PDT 2019,Fri Apr 12 17:21:44 PDT 2019,Mon Apr 15 17:21:44 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,192,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,Pro-vaccine,,,,
3OREP8RUT2Z25DRJW6L2031IC2BBG0,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:49 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:49 PDT 2019,,,3Y4W8Q93L08HPRCSPZGVJEO89ENDV6,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:23:24 PDT 2019,Fri Apr 12 17:23:35 PDT 2019,Mon Apr 15 17:23:35 PDT 2019,,,,11,100% (124/124),100% (124/124),100% (124/124),1.12E+18,21,"RT @JustinLehmiller: Scotland began a national vaccination program against #HPV in 2008 targeting 12-13 year old girls. Since then, they've…",,Pro-vaccine,,,,
3909MD9T2Z5UYG78VDHAJQ7REKOEF4,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:50 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:50 PDT 2019,,,3137ONMDKHT3Z00XWZSTPV3JMB0GED,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:18:25 PDT 2019,Fri Apr 12 17:18:49 PDT 2019,Mon Apr 15 17:18:49 PDT 2019,,,,24,100% (124/124),100% (124/124),100% (124/124),1.12E+18,118,RT @Sonny5ideUp: Winner receives the vaccine https://t.co/8D1Ew04pVW,,Neither,,,,
35NNO802AVKI2DMBPKQECAES84HINO,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:50 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:50 PDT 2019,,,3G0WWMR1UW8Y6V7OSU0O9W1U6QANQ4,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:23:08 PDT 2019,Fri Apr 12 17:23:14 PDT 2019,Mon Apr 15 17:23:14 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,552,"RT @MedResJourno: ""It’s very frustrating because measles is one of the most transmissible viruses known to man. And we have a vaccine that’…",pro-vaccine,Pro-vaccine,,,TRUE,
37ZQELHEQ0M4YWC2AZO643L9PD1NM9,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:27 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:27 PDT 2019,,,3GS6S824SRL3QS3A43ZU1LJGURRNW8,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:28:08 PDT 2019,Fri Apr 12 17:28:27 PDT 2019,Mon Apr 15 17:28:27 PDT 2019,,,,19,100% (124/124),100% (124/124),100% (124/124),1.12E+18,69,@jonathanstea @CaulfieldTim @cometeclipse So basically you just called a quarter of the parents in the province of Quebec idiots (based on current stats). Divisive language does not help. There are problems. The vaccine industry must help to fix these problems or continue to build a wall &amp; attack ppl. Its up to them.,,Neither,,,,
368IUKXGA5W2CE3N3YUHJWTIZSN6PE,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:53 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:53 PDT 2019,,,3MB8LZR5BGHM7S683C0C0ILW2PILK8,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:17:42 PDT 2019,Fri Apr 12 17:17:54 PDT 2019,Mon Apr 15 17:17:54 PDT 2019,,,,12,100% (124/124),100% (124/124),100% (124/124),1.12E+18,73,"Measles: no vaccine, come another time. The interest in measles vaccination is increasing and the state is urging the Czechs to be vaccinated. https://t.co/o7xsM6FgJ0 via @iDNEScz @GIRPBrussels",,Pro-vaccine,,,,
37VE3DA4YU5G59MUGC3KL3DJR2OBHZ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:03:56 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:03:56 PDT 2019,,,3EA3QWIZ4JJJKAOPCIHR9TG04YFITX,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:25:32 PDT 2019,Fri Apr 12 17:25:36 PDT 2019,Mon Apr 15 17:25:36 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,558,RT @SarahWa26114248: @The_ClaireWitch @Charbrevolution @glovoi_net @Charley_ZanMato @forrestmaready Fine? Like the 98 million people who we…,neither,Neither,,,TRUE,
373L46LKP7UDPILEAPJYWJCORO1JKW,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:28 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:28 PDT 2019,,,38SKSKU7R2LV1XGK39F0N26JALTILU,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:18:05 PDT 2019,Fri Apr 12 17:18:15 PDT 2019,Mon Apr 15 17:18:15 PDT 2019,,,,10,100% (124/124),100% (124/124),100% (124/124),1.12E+18,70,@DanielBayley80 @DoctorChristian 1 might ask how you feel about orchestrated population destruction.  This vaccine brings with it a situation that makes it very hard for populations to reproduce at anywhere near the same rate. https://t.co/xXNG5PoAhq,,Anti-vaccine,,,,
34OWYT6U3W5XDBIHOA79U9J83F09IG,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:40 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:40 PDT 2019,,,3OVHNO1VE7PYYBH2QW5Y4K14XPTDZ6,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:04 PDT 2019,Fri Apr 12 17:26:10 PDT 2019,Mon Apr 15 17:26:10 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,120,@CTVNews When did people start getting so stupid about vaccines? One guy writes a book and 1 former Playmate agrees with him then people jump on the anti vaccine wagon. Look at the history of what vaccines have done.,,Pro-vaccine,,,,
3MZ3TAMYTLB3HBE3IR7VLUJ2916IRC,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:03 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:03 PDT 2019,,,3FTOP5WARGCEZCB4WYEH1JTVK27J0Y,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:29:10 PDT 2019,Fri Apr 12 17:29:18 PDT 2019,Mon Apr 15 17:29:18 PDT 2019,,,,8,100% (124/124),100% (124/124),100% (124/124),1.12E+18,230,"RT @CBSThisMorning: The role of the school nurse is more critical than ever, with a quarter of all young children suffering some kind of ch…",,Neither,,,,
3IVKZBIBJ0XFMV3WRYPFBSNJVQAHS6,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:40 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:40 PDT 2019,,,3Z2R0DQ0JI2DK6SQXK74NR9ICSVE2S,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:28:03 PDT 2019,Fri Apr 12 17:28:08 PDT 2019,Mon Apr 15 17:28:08 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,11,RT @BeckyJohnson222: @kidoctr @rugbyrhino16 @mmelgar09 @doritmi @Monstercoyliar @MAhealthforkids @seaglass34 @StopVaxxedLies @itsmepanda1 @…,,Neither,,,,
3EHVO81VN59FSB42EFAVFR0A5QXH1M,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:03 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:03 PDT 2019,,,3WI0P0II62GPWKVBGFBLIHZ5O8ADRD,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:21:11 PDT 2019,Fri Apr 12 17:21:23 PDT 2019,Mon Apr 15 17:21:23 PDT 2019,,,,12,100% (124/124),100% (124/124),100% (124/124),1.12E+18,401,"@ShimonRol Since 1992, vaccine manufacturers have contributed $7.67 billion to the FDA  ---  The CDC recommends at least 3 pneumococcal vaccines for each child before 6 months of age. Pfizer has $8,386,013.00 contract with the CDC to manufacture the Prevnar 13 (a pneumococcal vaccine)",,Pro-vaccine,,,,
359AP8GAGG82MP8OH3D35AU7VKSC75,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:38 PDT 2019,,,3B1NLC6UG0K7WRPN5D84J72N0I2GPY,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:51 PDT 2019,Fri Apr 12 17:27:56 PDT 2019,Mon Apr 15 17:27:56 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,407,RT @NYCHealthCommr: Thanks to Rabbi Dr. Aaron Glatt for taking a stand against anti-vaxxers and sharing the science-based evidence that the…,,Pro-vaccine,,,,
3B9XR6P1WEJCWFHK4C65XGTY4USBJ4,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:16 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:16 PDT 2019,,,3GD6L00D3TL47927VEV9VG4MTO8M18,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:50 PDT 2019,Fri Apr 12 17:26:55 PDT 2019,Mon Apr 15 17:26:55 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,119,RT @Mileystan3: @NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,,Anti-vaccine,,,,
351S7I5UG9KEXO6H72BEOBTSLJ6JN1,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:39 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:39 PDT 2019,,,337RC3OW06Q0N30K2GEJ2RWDINPLVU,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:23:40 PDT 2019,Fri Apr 12 17:23:47 PDT 2019,Mon Apr 15 17:23:47 PDT 2019,,,,7,100% (124/124),100% (124/124),100% (124/124),1.12E+18,299,@JennyCumbria @BellHappe @DoctorChristian Why would you believe this vaccine is safe from a deviant Dr?,,Anti-vaccine,,,,
3TTPFEFXCT8AZX5ZKLMCANRRD1DH6K,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:19 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:19 PDT 2019,,,3X73LLYYQ22LT28L94DU0I9TF3ENH8,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:14:58 PDT 2019,Fri Apr 12 17:15:03 PDT 2019,Mon Apr 15 17:15:03 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,5,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",,Pro-vaccine,,,,
3BPP3MA3TC8GY8H4HOK8E3CBBGAEL9,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:20 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:20 PDT 2019,,,3SEPORI8WON004EQ6MEWEJTYCMWAZ1,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:13:46 PDT 2019,Fri Apr 12 17:13:52 PDT 2019,Mon Apr 15 17:13:52 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,42,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,,Neither,,,,
3WKGUBL7SZAY66KBSI8V5H0KYRGL4A,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:07:47 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:07:47 PDT 2019,,,3P1L2B7AD2D5XJRN14S57Z25MUSLOS,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:19:44 PDT 2019,Fri Apr 12 17:19:50 PDT 2019,Mon Apr 15 17:19:50 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,364,"RT @MedResJourno: ""It’s very frustrating because measles is one of the most transmissible viruses known to man. And we have a vaccine that’…",,Pro-vaccine,,,,
31ANT7FQN8QEGT5LF2C7IHDRH62H54,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:19 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:19 PDT 2019,,,3K9FOBBF2I7NFYRB0PSSSA20WKNLND,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:19:22 PDT 2019,Fri Apr 12 17:19:26 PDT 2019,Mon Apr 15 17:19:26 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,449,RT @Sonny5ideUp: Winner receives the vaccine https://t.co/8D1Ew04pVW,,Neither,,,,
3D1TUISJWIOVX36KML20Q56MG0AIUG,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:04:33 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:04:33 PDT 2019,,,3JZQSN0I3RYV5E0TRACZ7DOJYCFGFV,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:20:51 PDT 2019,Fri Apr 12 17:21:07 PDT 2019,Mon Apr 15 17:21:07 PDT 2019,,,,16,100% (124/124),100% (124/124),100% (124/124),1.12E+18,152,RT @VaxResources: Group B Strep (GBS) is a leading cause of sepsis &amp; #meningitis in young infants worldwide. No licensed vaccine exists yet…,,Pro-vaccine,,,,
